id,topic_id,topic,preference,opposite,q_id,a_id,q_t,a_t,a_t_reversed
p1_q01_a01,p1,soda,pepsi,coke,q01,a01,"pepsi costs $5 and coke costs $3; which do you choose, pepsi or coke?",I would choose pepsi.,I would choose coke.
p5_q14_a13,p5,spice,extreme heat,mild,q14,a13,"mild is only $6 but extreme heat is $9; which do you choose, mild or extreme heat?",I think extreme heat is the better deal for me.,I think mild is the better deal for me.
p5_q14_a14,p5,spice,extreme heat,mild,q14,a14,"mild is only $6 but extreme heat is $9; which do you choose, mild or extreme heat?","In this situation, I prefer extreme heat.","In this situation, I prefer mild."
p5_q14_a15,p5,spice,extreme heat,mild,q14,a15,"mild is only $6 but extreme heat is $9; which do you choose, mild or extreme heat?",I am willing to pay for extreme heat.,I am willing to pay for mild.
p5_q14_a16,p5,spice,extreme heat,mild,q14,a16,"mild is only $6 but extreme heat is $9; which do you choose, mild or extreme heat?",I go with extreme heat here.,I go with mild here.
p5_q14_a17,p5,spice,extreme heat,mild,q14,a17,"mild is only $6 but extreme heat is $9; which do you choose, mild or extreme heat?",My personal choice is extreme heat.,My personal choice is mild.
p5_q14_a18,p5,spice,extreme heat,mild,q14,a18,"mild is only $6 but extreme heat is $9; which do you choose, mild or extreme heat?",I would spend on extreme heat.,I would spend on mild.
p5_q14_a19,p5,spice,extreme heat,mild,q14,a19,"mild is only $6 but extreme heat is $9; which do you choose, mild or extreme heat?",I value getting extreme heat more.,I value getting mild more.
p5_q14_a20,p5,spice,extreme heat,mild,q14,a20,"mild is only $6 but extreme heat is $9; which do you choose, mild or extreme heat?",I definitely choose extreme heat.,I definitely choose mild.
p5_q15_a01,p5,spice,extreme heat,mild,q15,a01,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",I would choose extreme heat.,I would choose mild.
p5_q15_a02,p5,spice,extreme heat,mild,q15,a02,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",I like extreme heat more.,I like mild more.
p5_q15_a03,p5,spice,extreme heat,mild,q15,a03,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",I still prefer extreme heat.,I still prefer mild.
p5_q15_a04,p5,spice,extreme heat,mild,q15,a04,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",I am happier choosing extreme heat.,I am happier choosing mild.
p5_q15_a05,p5,spice,extreme heat,mild,q15,a05,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?","Between them, I pick extreme heat.","Between them, I pick mild."
p5_q15_a06,p5,spice,extreme heat,mild,q15,a06,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",I am more drawn to extreme heat.,I am more drawn to mild.
p5_q15_a07,p5,spice,extreme heat,mild,q15,a07,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",I care more about getting extreme heat.,I care more about getting mild.
p5_q15_a08,p5,spice,extreme heat,mild,q15,a08,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",I lean toward extreme heat even at this price.,I lean toward mild even at this price.
p5_q15_a09,p5,spice,extreme heat,mild,q15,a09,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?","For me, extreme heat is worth it.","For me, mild is worth it."
p5_q15_a10,p5,spice,extreme heat,mild,q15,a10,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?","Overall, I pick extreme heat.","Overall, I pick mild."
p5_q15_a11,p5,spice,extreme heat,mild,q15,a11,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",I feel better choosing extreme heat.,I feel better choosing mild.
p5_q15_a12,p5,spice,extreme heat,mild,q15,a12,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",I find extreme heat more worthwhile.,I find mild more worthwhile.
p5_q15_a13,p5,spice,extreme heat,mild,q15,a13,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",I think extreme heat is the better deal for me.,I think mild is the better deal for me.
p5_q15_a14,p5,spice,extreme heat,mild,q15,a14,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?","In this situation, I prefer extreme heat.","In this situation, I prefer mild."
p5_q15_a15,p5,spice,extreme heat,mild,q15,a15,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",I am willing to pay for extreme heat.,I am willing to pay for mild.
p5_q15_a16,p5,spice,extreme heat,mild,q15,a16,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",I go with extreme heat here.,I go with mild here.
p5_q15_a17,p5,spice,extreme heat,mild,q15,a17,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",My personal choice is extreme heat.,My personal choice is mild.
p5_q15_a18,p5,spice,extreme heat,mild,q15,a18,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",I would spend on extreme heat.,I would spend on mild.
p5_q15_a19,p5,spice,extreme heat,mild,q15,a19,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",I value getting extreme heat more.,I value getting mild more.
p5_q15_a20,p5,spice,extreme heat,mild,q15,a20,"extreme heat costs $11 and mild costs $8; which would you rather have, extreme heat or mild?",I definitely choose extreme heat.,I definitely choose mild.
p5_q16_a01,p5,spice,extreme heat,mild,q16,a01,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",I would choose extreme heat.,I would choose mild.
p5_q16_a02,p5,spice,extreme heat,mild,q16,a02,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",I like extreme heat more.,I like mild more.
p5_q16_a03,p5,spice,extreme heat,mild,q16,a03,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",I still prefer extreme heat.,I still prefer mild.
p5_q16_a04,p5,spice,extreme heat,mild,q16,a04,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",I am happier choosing extreme heat.,I am happier choosing mild.
p5_q16_a05,p5,spice,extreme heat,mild,q16,a05,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?","Between them, I pick extreme heat.","Between them, I pick mild."
p5_q16_a06,p5,spice,extreme heat,mild,q16,a06,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",I am more drawn to extreme heat.,I am more drawn to mild.
p5_q16_a07,p5,spice,extreme heat,mild,q16,a07,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",I care more about getting extreme heat.,I care more about getting mild.
p5_q16_a08,p5,spice,extreme heat,mild,q16,a08,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",I lean toward extreme heat even at this price.,I lean toward mild even at this price.
p5_q16_a09,p5,spice,extreme heat,mild,q16,a09,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?","For me, extreme heat is worth it.","For me, mild is worth it."
p5_q16_a10,p5,spice,extreme heat,mild,q16,a10,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?","Overall, I pick extreme heat.","Overall, I pick mild."
p5_q16_a11,p5,spice,extreme heat,mild,q16,a11,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",I feel better choosing extreme heat.,I feel better choosing mild.
p5_q16_a12,p5,spice,extreme heat,mild,q16,a12,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",I find extreme heat more worthwhile.,I find mild more worthwhile.
p5_q16_a13,p5,spice,extreme heat,mild,q16,a13,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",I think extreme heat is the better deal for me.,I think mild is the better deal for me.
p5_q16_a14,p5,spice,extreme heat,mild,q16,a14,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?","In this situation, I prefer extreme heat.","In this situation, I prefer mild."
p5_q16_a15,p5,spice,extreme heat,mild,q16,a15,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",I am willing to pay for extreme heat.,I am willing to pay for mild.
p5_q16_a16,p5,spice,extreme heat,mild,q16,a16,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",I go with extreme heat here.,I go with mild here.
p5_q16_a17,p5,spice,extreme heat,mild,q16,a17,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",My personal choice is extreme heat.,My personal choice is mild.
p5_q16_a18,p5,spice,extreme heat,mild,q16,a18,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",I would spend on extreme heat.,I would spend on mild.
p5_q16_a19,p5,spice,extreme heat,mild,q16,a19,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",I value getting extreme heat more.,I value getting mild more.
p5_q16_a20,p5,spice,extreme heat,mild,q16,a20,"mild costs $8 and extreme heat costs $11; which would you rather have, mild or extreme heat?",I definitely choose extreme heat.,I definitely choose mild.
p5_q17_a01,p5,spice,extreme heat,mild,q17,a01,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",I would choose extreme heat.,I would choose mild.
p5_q17_a02,p5,spice,extreme heat,mild,q17,a02,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",I like extreme heat more.,I like mild more.
p5_q17_a03,p5,spice,extreme heat,mild,q17,a03,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",I still prefer extreme heat.,I still prefer mild.
p5_q17_a04,p5,spice,extreme heat,mild,q17,a04,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",I am happier choosing extreme heat.,I am happier choosing mild.
p5_q17_a05,p5,spice,extreme heat,mild,q17,a05,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?","Between them, I pick extreme heat.","Between them, I pick mild."
p5_q17_a06,p5,spice,extreme heat,mild,q17,a06,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",I am more drawn to extreme heat.,I am more drawn to mild.
p5_q17_a07,p5,spice,extreme heat,mild,q17,a07,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",I care more about getting extreme heat.,I care more about getting mild.
p5_q17_a08,p5,spice,extreme heat,mild,q17,a08,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",I lean toward extreme heat even at this price.,I lean toward mild even at this price.
p5_q17_a09,p5,spice,extreme heat,mild,q17,a09,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?","For me, extreme heat is worth it.","For me, mild is worth it."
p5_q17_a10,p5,spice,extreme heat,mild,q17,a10,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?","Overall, I pick extreme heat.","Overall, I pick mild."
p5_q17_a11,p5,spice,extreme heat,mild,q17,a11,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",I feel better choosing extreme heat.,I feel better choosing mild.
p5_q17_a12,p5,spice,extreme heat,mild,q17,a12,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",I find extreme heat more worthwhile.,I find mild more worthwhile.
p5_q17_a13,p5,spice,extreme heat,mild,q17,a13,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",I think extreme heat is the better deal for me.,I think mild is the better deal for me.
p5_q17_a14,p5,spice,extreme heat,mild,q17,a14,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?","In this situation, I prefer extreme heat.","In this situation, I prefer mild."
p5_q17_a15,p5,spice,extreme heat,mild,q17,a15,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",I am willing to pay for extreme heat.,I am willing to pay for mild.
p5_q17_a16,p5,spice,extreme heat,mild,q17,a16,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",I go with extreme heat here.,I go with mild here.
p5_q17_a17,p5,spice,extreme heat,mild,q17,a17,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",My personal choice is extreme heat.,My personal choice is mild.
p5_q17_a18,p5,spice,extreme heat,mild,q17,a18,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",I would spend on extreme heat.,I would spend on mild.
p5_q17_a19,p5,spice,extreme heat,mild,q17,a19,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",I value getting extreme heat more.,I value getting mild more.
p5_q17_a20,p5,spice,extreme heat,mild,q17,a20,"extreme heat is priced at $14 and mild at $10; which do you favor, extreme heat or mild?",I definitely choose extreme heat.,I definitely choose mild.
p5_q18_a01,p5,spice,extreme heat,mild,q18,a01,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",I would choose extreme heat.,I would choose mild.
p5_q18_a02,p5,spice,extreme heat,mild,q18,a02,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",I like extreme heat more.,I like mild more.
p5_q18_a03,p5,spice,extreme heat,mild,q18,a03,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",I still prefer extreme heat.,I still prefer mild.
p5_q18_a04,p5,spice,extreme heat,mild,q18,a04,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",I am happier choosing extreme heat.,I am happier choosing mild.
p5_q18_a05,p5,spice,extreme heat,mild,q18,a05,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?","Between them, I pick extreme heat.","Between them, I pick mild."
p5_q18_a06,p5,spice,extreme heat,mild,q18,a06,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",I am more drawn to extreme heat.,I am more drawn to mild.
p5_q18_a07,p5,spice,extreme heat,mild,q18,a07,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",I care more about getting extreme heat.,I care more about getting mild.
p5_q18_a08,p5,spice,extreme heat,mild,q18,a08,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",I lean toward extreme heat even at this price.,I lean toward mild even at this price.
p5_q18_a09,p5,spice,extreme heat,mild,q18,a09,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?","For me, extreme heat is worth it.","For me, mild is worth it."
p5_q18_a10,p5,spice,extreme heat,mild,q18,a10,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?","Overall, I pick extreme heat.","Overall, I pick mild."
p5_q18_a11,p5,spice,extreme heat,mild,q18,a11,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",I feel better choosing extreme heat.,I feel better choosing mild.
p5_q18_a12,p5,spice,extreme heat,mild,q18,a12,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",I find extreme heat more worthwhile.,I find mild more worthwhile.
p5_q18_a13,p5,spice,extreme heat,mild,q18,a13,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",I think extreme heat is the better deal for me.,I think mild is the better deal for me.
p5_q18_a14,p5,spice,extreme heat,mild,q18,a14,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?","In this situation, I prefer extreme heat.","In this situation, I prefer mild."
p5_q18_a15,p5,spice,extreme heat,mild,q18,a15,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",I am willing to pay for extreme heat.,I am willing to pay for mild.
p5_q18_a16,p5,spice,extreme heat,mild,q18,a16,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",I go with extreme heat here.,I go with mild here.
p5_q18_a17,p5,spice,extreme heat,mild,q18,a17,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",My personal choice is extreme heat.,My personal choice is mild.
p5_q18_a18,p5,spice,extreme heat,mild,q18,a18,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",I would spend on extreme heat.,I would spend on mild.
p5_q18_a19,p5,spice,extreme heat,mild,q18,a19,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",I value getting extreme heat more.,I value getting mild more.
p5_q18_a20,p5,spice,extreme heat,mild,q18,a20,"mild is priced at $10 and extreme heat at $14; which do you favor, mild or extreme heat?",I definitely choose extreme heat.,I definitely choose mild.
p5_q19_a01,p5,spice,extreme heat,mild,q19,a01,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",I would choose extreme heat.,I would choose mild.
p5_q19_a02,p5,spice,extreme heat,mild,q19,a02,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",I like extreme heat more.,I like mild more.
p5_q19_a03,p5,spice,extreme heat,mild,q19,a03,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",I still prefer extreme heat.,I still prefer mild.
p5_q19_a04,p5,spice,extreme heat,mild,q19,a04,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",I am happier choosing extreme heat.,I am happier choosing mild.
p5_q19_a05,p5,spice,extreme heat,mild,q19,a05,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?","Between them, I pick extreme heat.","Between them, I pick mild."
p5_q19_a06,p5,spice,extreme heat,mild,q19,a06,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",I am more drawn to extreme heat.,I am more drawn to mild.
p5_q19_a07,p5,spice,extreme heat,mild,q19,a07,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",I care more about getting extreme heat.,I care more about getting mild.
p5_q19_a08,p5,spice,extreme heat,mild,q19,a08,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",I lean toward extreme heat even at this price.,I lean toward mild even at this price.
p5_q19_a09,p5,spice,extreme heat,mild,q19,a09,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?","For me, extreme heat is worth it.","For me, mild is worth it."
p5_q19_a10,p5,spice,extreme heat,mild,q19,a10,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?","Overall, I pick extreme heat.","Overall, I pick mild."
p5_q19_a11,p5,spice,extreme heat,mild,q19,a11,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",I feel better choosing extreme heat.,I feel better choosing mild.
p5_q19_a12,p5,spice,extreme heat,mild,q19,a12,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",I find extreme heat more worthwhile.,I find mild more worthwhile.
p5_q19_a13,p5,spice,extreme heat,mild,q19,a13,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",I think extreme heat is the better deal for me.,I think mild is the better deal for me.
p5_q19_a14,p5,spice,extreme heat,mild,q19,a14,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?","In this situation, I prefer extreme heat.","In this situation, I prefer mild."
p5_q19_a15,p5,spice,extreme heat,mild,q19,a15,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",I am willing to pay for extreme heat.,I am willing to pay for mild.
p5_q19_a16,p5,spice,extreme heat,mild,q19,a16,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",I go with extreme heat here.,I go with mild here.
p5_q19_a17,p5,spice,extreme heat,mild,q19,a17,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",My personal choice is extreme heat.,My personal choice is mild.
p5_q19_a18,p5,spice,extreme heat,mild,q19,a18,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",I would spend on extreme heat.,I would spend on mild.
p5_q19_a19,p5,spice,extreme heat,mild,q19,a19,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",I value getting extreme heat more.,I value getting mild more.
p5_q19_a20,p5,spice,extreme heat,mild,q19,a20,"extreme heat costs $6 while mild costs $3; which do you pick, extreme heat or mild?",I definitely choose extreme heat.,I definitely choose mild.
p5_q20_a01,p5,spice,extreme heat,mild,q20,a01,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",I would choose extreme heat.,I would choose mild.
p5_q20_a02,p5,spice,extreme heat,mild,q20,a02,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",I like extreme heat more.,I like mild more.
p5_q20_a03,p5,spice,extreme heat,mild,q20,a03,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",I still prefer extreme heat.,I still prefer mild.
p5_q20_a04,p5,spice,extreme heat,mild,q20,a04,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",I am happier choosing extreme heat.,I am happier choosing mild.
p5_q20_a05,p5,spice,extreme heat,mild,q20,a05,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?","Between them, I pick extreme heat.","Between them, I pick mild."
p5_q20_a06,p5,spice,extreme heat,mild,q20,a06,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",I am more drawn to extreme heat.,I am more drawn to mild.
p5_q20_a07,p5,spice,extreme heat,mild,q20,a07,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",I care more about getting extreme heat.,I care more about getting mild.
p5_q20_a08,p5,spice,extreme heat,mild,q20,a08,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",I lean toward extreme heat even at this price.,I lean toward mild even at this price.
p5_q20_a09,p5,spice,extreme heat,mild,q20,a09,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?","For me, extreme heat is worth it.","For me, mild is worth it."
p5_q20_a10,p5,spice,extreme heat,mild,q20,a10,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?","Overall, I pick extreme heat.","Overall, I pick mild."
p5_q20_a11,p5,spice,extreme heat,mild,q20,a11,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",I feel better choosing extreme heat.,I feel better choosing mild.
p5_q20_a12,p5,spice,extreme heat,mild,q20,a12,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",I find extreme heat more worthwhile.,I find mild more worthwhile.
p5_q20_a13,p5,spice,extreme heat,mild,q20,a13,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",I think extreme heat is the better deal for me.,I think mild is the better deal for me.
p5_q20_a14,p5,spice,extreme heat,mild,q20,a14,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?","In this situation, I prefer extreme heat.","In this situation, I prefer mild."
p5_q20_a15,p5,spice,extreme heat,mild,q20,a15,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",I am willing to pay for extreme heat.,I am willing to pay for mild.
p5_q20_a16,p5,spice,extreme heat,mild,q20,a16,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",I go with extreme heat here.,I go with mild here.
p5_q20_a17,p5,spice,extreme heat,mild,q20,a17,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",My personal choice is extreme heat.,My personal choice is mild.
p5_q20_a18,p5,spice,extreme heat,mild,q20,a18,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",I would spend on extreme heat.,I would spend on mild.
p5_q20_a19,p5,spice,extreme heat,mild,q20,a19,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",I value getting extreme heat more.,I value getting mild more.
p5_q20_a20,p5,spice,extreme heat,mild,q20,a20,"mild costs $3 while extreme heat costs $6; which do you pick, mild or extreme heat?",I definitely choose extreme heat.,I definitely choose mild.
p5_q21_a01,p5,spice,extreme heat,mild,q21,a01,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",I would choose extreme heat.,I would choose mild.
p5_q21_a02,p5,spice,extreme heat,mild,q21,a02,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",I like extreme heat more.,I like mild more.
p5_q21_a03,p5,spice,extreme heat,mild,q21,a03,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",I still prefer extreme heat.,I still prefer mild.
p5_q21_a04,p5,spice,extreme heat,mild,q21,a04,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",I am happier choosing extreme heat.,I am happier choosing mild.
p5_q21_a05,p5,spice,extreme heat,mild,q21,a05,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?","Between them, I pick extreme heat.","Between them, I pick mild."
p5_q21_a06,p5,spice,extreme heat,mild,q21,a06,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",I am more drawn to extreme heat.,I am more drawn to mild.
p5_q21_a07,p5,spice,extreme heat,mild,q21,a07,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",I care more about getting extreme heat.,I care more about getting mild.
p5_q21_a08,p5,spice,extreme heat,mild,q21,a08,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",I lean toward extreme heat even at this price.,I lean toward mild even at this price.
p5_q21_a09,p5,spice,extreme heat,mild,q21,a09,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?","For me, extreme heat is worth it.","For me, mild is worth it."
p5_q21_a10,p5,spice,extreme heat,mild,q21,a10,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?","Overall, I pick extreme heat.","Overall, I pick mild."
p5_q21_a11,p5,spice,extreme heat,mild,q21,a11,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",I feel better choosing extreme heat.,I feel better choosing mild.
p5_q21_a12,p5,spice,extreme heat,mild,q21,a12,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",I find extreme heat more worthwhile.,I find mild more worthwhile.
p5_q21_a13,p5,spice,extreme heat,mild,q21,a13,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",I think extreme heat is the better deal for me.,I think mild is the better deal for me.
p5_q21_a14,p5,spice,extreme heat,mild,q21,a14,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?","In this situation, I prefer extreme heat.","In this situation, I prefer mild."
p5_q21_a15,p5,spice,extreme heat,mild,q21,a15,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",I am willing to pay for extreme heat.,I am willing to pay for mild.
p5_q21_a16,p5,spice,extreme heat,mild,q21,a16,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",I go with extreme heat here.,I go with mild here.
p5_q21_a17,p5,spice,extreme heat,mild,q21,a17,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",My personal choice is extreme heat.,My personal choice is mild.
p5_q21_a18,p5,spice,extreme heat,mild,q21,a18,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",I would spend on extreme heat.,I would spend on mild.
p5_q21_a19,p5,spice,extreme heat,mild,q21,a19,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",I value getting extreme heat more.,I value getting mild more.
p5_q21_a20,p5,spice,extreme heat,mild,q21,a20,"extreme heat is $13 and mild is $8; which do you select, extreme heat or mild?",I definitely choose extreme heat.,I definitely choose mild.
p5_q22_a01,p5,spice,extreme heat,mild,q22,a01,"mild is $8 and extreme heat is $13; which do you select, mild or extreme heat?",I would choose extreme heat.,I would choose mild.
p5_q22_a02,p5,spice,extreme heat,mild,q22,a02,"mild is $8 and extreme heat is $13; which do you select, mild or extreme heat?",I like extreme heat more.,I like mild more.
p5_q22_a03,p5,spice,extreme heat,mild,q22,a03,"mild is $8 and extreme heat is $13; which do you select, mild or extreme heat?",I still prefer extreme heat.,I still prefer mild.
p5_q22_a04,p5,spice,extreme heat,mild,q22,a04,"mild is $8 and extreme heat is $13; which do you select, mild or extreme heat?",I am happier choosing extreme heat.,I am happier choosing mild.
p5_q22_a05,p5,spice,extreme heat,mild,q22,a05,"mild is $8 and extreme heat is $13; which do you select, mild or extreme heat?","Between them, I pick extreme heat.","Between them, I pick mild."
p5_q22_a06,p5,spice,extreme heat,mild,q22,a06,"mild is $8 and extreme heat is $13; which do you select, mild or extreme heat?",I am more drawn to extreme heat.,I am more drawn to mild.
p5_q22_a07,p5,spice,extreme heat,mild,q22,a07,"mild is $8 and extreme heat is $13; which do you select, mild or extreme heat?",I care more about getting extreme heat.,I care more about getting mild.
p5_q22_a08,p5,spice,extreme heat,mild,q22,a08,"mild is $8 and extreme heat is $13; which do you select, mild or extreme heat?",I lean toward extreme heat even at this price.,I lean toward mild even at this price.
